inv_pk,inv_type,inv_scancode,inv_name,inv_size,inv_receiptalias,inv_discontinued,pi1_description,pi2_description,brd_name,dpt_name,sib_baseprice,inv_lastreceived,inv_lastsold,del_ingredientList,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Ingredient_5,Ingredient_6,Ingredient_7,Ingredient_8,Ingredient_9,Ingredient_10,Ingredient_11,Ingredient_12,Ingredient_13,Ingredient_14,Ingredient_15,Ingredient_16,Ingredient_17,Ingredient_18,Ingredient_19,Ingredient_20,Ingredient_21,Ingredient_22,Ingredient_23,Ingredient_24,Ingredient_25,Ingredient_26,Ingredient_27,Ingredient_28,Ingredient_29,Ingredient_30,Ingredient_31,Ingredient_32,Ingredient_33,Ingredient_34,Ingredient_35,Ingredient_36,Ingredient_37,Ingredient_38,Ingredient_39,Ingredient_40,Ingredient_41,Ingredient_42,Ingredient_43,Ingredient_44,Ingredient_45,Ingredient_46,Ingredient_47,Ingredient_48,Ingredient_49,Ingredient_50,Ingredient_51,Ingredient_52,Ingredient_53,Ingredient_54,Ingredient_55,Ingredient_56,Ingredient_57,Ingredient_58,Ingredient_59,Ingredient_60,Ingredient_61,Ingredient_62,Ingredient_63,Ingredient_64,Ingredient_65,Ingredient_66,Ingredient_67,Ingredient_68,Ingredient_69,Ingredient_70,Ingredient_71,Ingredient_72,Ingredient_73,Ingredient_74,Ingredient_75,Ingredient_76,Ingredient_77,Ingredient_78,Ingredient_79,Ingredient_80,Ingredient_81,Ingredient_82,Ingredient_83,Ingredient_84,Ingredient_85,Ingredient_86,Ingredient_87,Ingredient_88,Ingredient_89,Ingredient_90,Ingredient_91,Ingredient_92,Ingredient_93,Ingredient_94,Ingredient_95,Ingredient_96,Ingredient_97,Ingredient_98,Ingredient_99,Ingredient_100,Ingredient_101,Ingredient_102,Ingredient_103,Ingredient_104,Ingredient_105,Ingredient_106,Ingredient_107,Ingredient_108,Ingredient_109,Ingredient_110,Ingredient_111,Ingredient_112,Ingredient_113,Ingredient_114,Ingredient_115
46233,Stock Inventory     ,6.99E+11,Cookies Choc Chip Pecan       ,9 1 oz              ,Cookies ChcChp Pcn              ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Udi's                         ,Packaged Grocery              ,5 89,2/21/18 0:00,5/1/18 11:10,"PALM OIL, DRIED CANE SYRUP, TAPIOCA STARCH, EGGS, TAPIOCA SYRUP, ORGANIC SEMI-SWEET CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC VANILLA EXTRACT), BROWN RICE FLOUR, POTATO STARCH, PECANS, MOLASSES, NATURAL FLAVOR, VANILLA EXTRACT, SALT, XANTHAN GUM, BAKING SODA AND CARAMEL COLOR ",PALM OIL, DRIED CANE SYRUP, TAPIOCA STARCH, EGGS, TAPIOCA SYRUP, ORGANIC SEMI-SWEET CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC VANILLA EXTRACT), BROWN RICE FLOUR, POTATO STARCH, PECANS, MOLASSES, NATURAL FLAVOR, VANILLA EXTRACT, SALT, XANTHAN GUM, BAKING SODA AND CARAMEL COLOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46181,Stock Inventory     ,7.33E+11,Diapers Baby 4 22-32 lbs      ,27 ct               ,Diaprs Baby4 22-32#             ,1,PERSONAL CARE                 ,BABY DIAPERS                  ,Seventh Generation            ,Packaged Grocery              ,12 99,1/9/20 0:00,8/10/20 19:09,"UNBLEACHED WOOD PULP, SODIUM POLYACRYLATE, POLYPROPYLENE, ADHESIVES  POLYMER SPANDEX, POLYURETHANE, PIGMENTS",UNBLEACHED WOOD PULP, SODIUM POLYACRYLATE, POLYPROPYLENE, ADHESIVES  POLYMER SPANDEX, POLYURETHANE, PIGMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46180,Stock Inventory     ,70227600017,Matzo Passover                ,16 oz               ,"MATZO,PASS",1,SHELF STABLE CRACKERS & CRISPB,SS CRISPBREADS & TOASTS       ,Streit's                      ,Packaged Grocery              ,4 79,1/29/25 0:00,4/19/19 12:42,PASSOVER WHEAT FLOUR,PASSOVER WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46187,Stock Inventory     ,7.98E+11,Candy Caramel Robin Eggs      ,4 25 oz             ,Candy Crml Rbn Eggs             ,1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Marich                        ,Packaged Grocery              ,5 59,2/20/18 0:00,3/22/18 13:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46186,Stock Inventory     ,7.98E+11,Candy Spring Fruit Mix        ,4 25 oz             ,Candy Sprng Frt Mix             ,1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Marich                        ,Packaged Grocery              ,5 59,2/20/18 0:00,3/28/18 17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46265,Stock Inventory     ,89836184450,Mexican Fiesta,2 oz ,FC Mexican Fiesta 2OZ,0,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Frontier Coop                 ,Packaged Grocery              ,4 39,1/30/25 0:00,2/4/25 19:30,CHILI PEPPERS (MAY CONTAIN SILICON DIOXIDE),CHILI PEPPERS (MAY CONTAIN SILICON DIOXIDE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46167,Stock Inventory     ,8.20E+11,Cookies Mini Vanilla Wafers   ,6 / 1 12 oz         ,Cookies Min Van Wfr             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,5 99,2/15/18 0:00,8/31/18 13:12,"UNBLEACHED WHEAT FLOUR, CANE SUGAR, PALM OIL, NATURAL FLAVOR, SALT, LEAVENING (BAKING SODA, MONOCALCIUM PHOSPHATE) ",UNBLEACHED WHEAT FLOUR, CANE SUGAR, PALM OIL, NATURAL FLAVOR, SALT, LEAVENING (BAKING SODA, MONOCALCIUM PHOSPHATE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46166,Stock Inventory     ,8.20E+11,Fudge Mint Cookies,6 4 oz ,BTN Cookies Fudge Mint 6 4OZ,0,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,6 99,12/29/24 0:00,2/6/25 10:57,"FUDGE COATING (CANE SUGAR, PALM KERNEL OIL, COCOA POWDER (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, SALT), UNBLEACHED WHEAT FLOUR, CANE SUGAR, PALM OIL, COCOA POWDER (PROCESSED WITH ALKALI), LEAVENING (BAKING SODA, AMMONIUM BICARBONATE), SEA SALT, SOY LECITHIN, PEPPERMINT OIL ",FUDGE COATING (CANE SUGAR, PALM KERNEL OIL, COCOA POWDER (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, SALT), UNBLEACHED WHEAT FLOUR, CANE SUGAR, PALM OIL, COCOA POWDER (PROCESSED WITH ALKALI), LEAVENING (BAKING SODA, AMMONIUM BICARBONATE), SEA SALT, SOY LECITHIN, PEPPERMINT OIL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46240,Stock Inventory     ,8.10E+11,Gummy Bear Easter OG          ,6 oz                ,Gummy Bear Easter               ,1,SHELF STABLE CANDY            ,SS CANDY NON CHOCOLATE        ,YumEarth                      ,Packaged Grocery              ,6 89,2/21/18 0:00,3/20/18 14:32,"ORGANIC RICE SYRUP, ORGANIC CANE SUGAR, FRUIT PECTIN, CITRIC ACID, ASCORBIC ACID, NATURAL FLAVORS, (ORGANIC CARROT JUICE FROM CONCENTRATE, ORGANIC PUMPKIN JUICE FROM CONCENTRATE, ORGANIC APPLE JUICE FROM CONCENTRATE, ORGANIC BLACK CURRANT JUICE FROM CONCENTRATE) FOR COLOR ",ORGANIC RICE SYRUP, ORGANIC CANE SUGAR, FRUIT PECTIN, CITRIC ACID, ASCORBIC ACID, NATURAL FLAVORS, (ORGANIC CARROT JUICE FROM CONCENTRATE, ORGANIC PUMPKIN JUICE FROM CONCENTRATE, ORGANIC APPLE JUICE FROM CONCENTRATE, ORGANIC BLACK CURRANT JUICE FROM CONCENTRATE) FOR COLOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46171,Stock Inventory     ,8.20E+11,Cookies Triple Ginger         ,9 oz                ,Cookies Triple Gngr             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,5 39,12/10/18 0:00,2/23/19 15:43,UNBLEACHED WHEAT FLOUR,UNBLEACHED WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46170,Stock Inventory     ,8.20E+11,Cookies Thin Macadamia Chunk  ,6 oz                ,Ckies Thin Mcdm Chk             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,5 39,10/17/18 0:00,2/7/19 14:52,WHEAT FLOUR,WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46169,Stock Inventory     ,8.20E+11,Cookies Thin Chocolate Chunk  ,6 oz                ,Ckies Thin Choc Chk             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,5 39,11/18/19 0:00,2/22/20 12:13,WHEAT FLOUR,WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46168,Stock Inventory     ,8.20E+11,Cookies Shortbread OG         ,4 5 oz              ,Cookies Shortbread              ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,6 39,4/16/18 0:00,6/11/18 19:49,"Organic Unbleached Enriched Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Organic Butter (Organic Cream {from Milk}, Salt), Organic Dried Cane Syrup, Sea Salt, Organic Vanilla Extract ",Organic Unbleached Enriched Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Organic Butter (Organic Cream {from Milk}, Salt), Organic Dried Cane Syrup, Sea Salt, Organic Vanilla Extract ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46244,Stock Inventory     ,71537020458,Seltzer Pomegranate,33 8 fl oz ,PS Seltzer Pomegranate 33 8FZ,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 19,5/19/22 0:00,7/31/22 19:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46175,Stock Inventory     ,6.99E+11,Cookies Peanut Butter Coconut ,9 1 oz              ,Cookies PB Coconut              ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Udi's                         ,Packaged Grocery              ,5 89,10/28/19 17:42,3/16/20 14:47,"TAPIOCA STARCH, DRIED CANE SYRUP, PALM OIL, PEANUT BUTTER (ROASTED PEANUTS, BROWN RICE FLOUR, EGGS, TAPIOCA SYRUP, ORGANIC COCONUT, POTATO STARCH, APPLE JUICE CONCENTRATE, MOLASSES, NATURAL FLAVORS, VANILLA EXTRACT, SALT, XANTHAN GUM, BAKING SODA, CARAMEL COLOR ",TAPIOCA STARCH, DRIED CANE SYRUP, PALM OIL, PEANUT BUTTER (ROASTED PEANUTS, BROWN RICE FLOUR, EGGS, TAPIOCA SYRUP, ORGANIC COCONUT, POTATO STARCH, APPLE JUICE CONCENTRATE, MOLASSES, NATURAL FLAVORS, VANILLA EXTRACT, SALT, XANTHAN GUM, BAKING SODA, CARAMEL COLOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46174,Stock Inventory     ,33092004106,Cookies Noblesse              ,14 oz               ,"COOKIES,NOBLESSE",1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Hans Freitag                  ,Packaged Grocery              ,4 99,3/12/18 0:00,4/9/18 13:04,"Wheat Flour, Palm And Coconut Fat, Sugar, Dextrose, Chocolate (Sugar, Cocoa Liquor, Cocoa Butter, Soy Lecithin), Wheat Starch, Glucose Syrup (From Wheat), Mixed Fruit Preparation [Sugar, Strawberries, Cherries, Raspberries, Apples, Pectin, Citric Acid (Acidifier)], Cocoa Powder, Salt, Soy Lecithin, Lactose (Milk), Egg, Sodium Bicarbonate, Ammonium Bicarbonate, Sodium Caseinate (Milk), Natural Flavor, Barley Malt Extract ",Wheat Flour, Palm And Coconut Fat, Sugar, Dextrose, Chocolate (Sugar, Cocoa Liquor, Cocoa Butter, Soy Lecithin), Wheat Starch, Glucose Syrup (From Wheat), Mixed Fruit Preparation [Sugar, Strawberries, Cherries, Raspberries, Apples, Pectin, Citric Acid (Acidifier)], Cocoa Powder, Salt, Soy Lecithin, Lactose (Milk), Egg, Sodium Bicarbonate, Ammonium Bicarbonate, Sodium Caseinate (Milk), Natural Flavor, Barley Malt Extract ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46165,Stock Inventory     ,8.20E+11,Cookies California Lemon      ,9 oz                ,Cookies Calif Lemon             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,5 39,10/28/18 0:00,2/28/19 14:58,"WHOLE GRAIN WHEAT FLOUR, CANE SUGAR,, PALM OIL, SEA SALT, BAKING POWDER (MONOCALCIUM PHOSPHATE  BAKING SODA), NATURAL FLAVOR, LEMON OIL ",WHOLE GRAIN WHEAT FLOUR, CANE SUGAR,, PALM OIL, SEA SALT, BAKING POWDER (MONOCALCIUM PHOSPHATE  BAKING SODA), NATURAL FLAVOR, LEMON OIL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46163,Stock Inventory     ,8.20E+11,Fudge Striped Cookies,8 5 oz ,BTN Cookies Fudge Strip 8 5OZ,0,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Back To Nature                ,Packaged Grocery              ,6 99,1/22/25 0:00,2/10/25 13:40,"UNBLEACHED WHEAT FLOUR, FUDGE COATING (CANE SUGAR, PALM KERNEL OIL, COCOA POWDER (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, SALT), CANE SUGAR, PALM OIL, SEA SALT, LEAVENING (BAKING SODA, AMMONIUM BICARBONATE), SOY LECITHIN, NATURAL FLAVOR ",UNBLEACHED WHEAT FLOUR, FUDGE COATING (CANE SUGAR, PALM KERNEL OIL, COCOA POWDER (PROCESSED WITH ALKALI), SUNFLOWER LECITHIN, SALT), CANE SUGAR, PALM OIL, SEA SALT, LEAVENING (BAKING SODA, AMMONIUM BICARBONATE), SOY LECITHIN, NATURAL FLAVOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46162,Stock Inventory     ,8.10E+11,Chocolate Chip Cookies,7 oz ,TBS Cookies Choc Chip 7OZ,0,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Tate's Bake Shop              ,Packaged Grocery              ,5 99,1/22/25 0:00,2/11/25 16:25,"SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN [AN EMULSIFIER], VANILLA, NATURAL FLAVOR), UNBLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MALTED BARLEY FLOUR), BUTTER, CANE SUGAR, BROWN CANE SUGAR, EGGS, BAKING SODA, SALT, AND VANILLA EXTRACT",SEMI-SWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, MILK FAT, SOY LECITHIN [AN EMULSIFIER], VANILLA, NATURAL FLAVOR), UNBLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MALTED BARLEY FLOUR), BUTTER, CANE SUGAR, BROWN CANE SUGAR, EGGS, BAKING SODA, SALT, AND VANILLA EXTRACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46158,Stock Inventory     ,7.20E+11,Figgy Pops Tart Cherry Fig OG ,4 2 oz              ,"FIGGY POP,OG2,CH CHERRY",1,SHELF STABLE NUTS & TRAIL MIX ,SS TRAIL MIX                  ,Made in Nature                ,Packaged Grocery              ,5 59,4/17/19 0:00,10/5/19 11:43,"ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED SWEET CHERRIES [ORGANIC CHERRIES, ORGANIC SUNFLOWER OIL], ORGANIC DRIED DATE, ORGANIC DRIED FIG, ORGANIC DRIED PEAR)",ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED SWEET CHERRIES [ORGANIC CHERRIES, ORGANIC SUNFLOWER OIL], ORGANIC DRIED DATE, ORGANIC DRIED FIG, ORGANIC DRIED PEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46157,Stock Inventory     ,7.20E+11,Figgy Pops Mangoberry OG      ,4 2 oz              ,FiggyPops Mangobry              ,1,SHELF STABLE NUTS & TRAIL MIX ,SS TRAIL MIX                  ,Made in Nature                ,Packaged Grocery              ,5 59,5/31/18 0:00,12/14/18 17:16,"ORGANIC APRICOTS, ORGANIC DATES, ORGANIC MANGOES, ORGANIC PEPITA SEEDS, ORGANIC GOLDENBERRIES, ORGANIC GLUTEN-FREE OATS, ORGANIC SULTANA RAISINS (ORGANIC SULTANA RAISINS, ORGANIC SUNFLOWER OIL), ORGANIC FIGS, ORGANIC COCONUT OIL, ORGANIC SUNFLOWER SEEDS, ORGANIC COCONUT, ORGANIC CINNAMON, SEA SALT, ORGANIC GINGER, ORGANIC NUTMEG, ORGANIC CARDAMOM ",ORGANIC APRICOTS, ORGANIC DATES, ORGANIC MANGOES, ORGANIC PEPITA SEEDS, ORGANIC GOLDENBERRIES, ORGANIC GLUTEN-FREE OATS, ORGANIC SULTANA RAISINS (ORGANIC SULTANA RAISINS, ORGANIC SUNFLOWER OIL), ORGANIC FIGS, ORGANIC COCONUT OIL, ORGANIC SUNFLOWER SEEDS, ORGANIC COCONUT, ORGANIC CINNAMON, SEA SALT, ORGANIC GINGER, ORGANIC NUTMEG, ORGANIC CARDAMOM ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46156,Stock Inventory     ,7.20E+11,Figgy Pops Cranberry Pistach OG,4 2 oz ,MIN FiggyPops Cran Pstc 4 2OZ,1,SHELF STABLE NUTS & TRAIL MIX ,SS TRAIL MIX                  ,Made in Nature                ,Packaged Grocery              ,5 79,10/10/22 0:00,5/13/23 18:55,"ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED DATES, ORGANIC DRIED FIGS, ORGANIC DRIED PEAR)",ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED DATES, ORGANIC DRIED FIGS, ORGANIC DRIED PEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46155,Stock Inventory     ,7.20E+11,Organic Figgy Pops Choco Crunch,4 2 oz ,MIN FiggyPops Chc Crnch 4 2OZ,0,SHELF STABLE NUTS & TRAIL MIX ,SS TRAIL MIX                  ,Made in Nature                ,Packaged Grocery              ,5 99,1/30/25 0:00,2/4/25 13:00,"ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED DATE, ORGANIC DRIED FIG, ORGANIC DRIED PEAR)",ORGANIC FRUIT PASTE BLEND (ORGANIC DRIED DATE, ORGANIC DRIED FIG, ORGANIC DRIED PEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46153,Stock Inventory     ,42608125822,Concentrate Cranberry OG      ,12 5 fl oz ,LAK Conc Cranberry 12 5FZ,0,SHELF STABLE JUICES           ,SS JUICE CONCENTRATES         ,Lakewood                      ,Packaged Grocery              ,13 59,1/23/25 0:00,2/6/25 18:33,ORGANIC CRANBERRY JUICE CONCENTRATE ,ORGANIC CRANBERRY JUICE CONCENTRATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46152,Stock Inventory     ,42608125808,Concentrate Black Cherry OG   ,12 5 fl oz ,LAK Conc Black Cherry 12 5FZ,1,SHELF STABLE JUICES           ,SS JUICE CONCENTRATES         ,Lakewood                      ,Packaged Grocery              ,9 89,2/9/22 0:00,3/18/22 18:51,ORGANIC BLACK (DARK SWEET) CHERRY JUICE CONCENTRATE ,ORGANIC BLACK (DARK SWEET) CHERRY JUICE CONCENTRATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46095,Stock Inventory     ,7.33E+11,Spray Disinfectant Lavander Vanilla,13 9 oz ,SG Spray Disinft Lavdr 13 9OZ,0,HOUSEHOLD CLEANERS & SUPPLIES ,HOUSEHOLD CLEANERS            ,Seventh Generation            ,Packaged Grocery              ,8 49,11/21/22 0:00,2/4/24 15:31,ACTIVE INGREDIENT: THYMOL (PRESENT AS A COMPONENT OF THYME OIL): 0 05% OTHER INGREDIENTS: 99 95% TOTAL: 100 00% OTHER INGREDIENTS: WATER,ACTIVE INGREDIENT: THYMOL (PRESENT AS A COMPONENT OF THYME OIL): 0 05% OTHER INGREDIENTS: 99 95% TOTAL: 100 00% OTHER INGREDIENTS: WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46094,Stock Inventory     ,7.33E+11,Spray Disinfectant Fresh Citrus,13 9 oz ,SG Spray Disinft Citrs 13 9OZ,0,HOUSEHOLD CLEANERS & SUPPLIES ,HOUSEHOLD CLEANERS            ,Seventh Generation            ,Packaged Grocery              ,8 49,4/4/24 0:00,1/19/25 11:19,ACTIVE INGREDIENT: THYMOL (PRESENT AS A COMPONENT OF THYME OIL): 0 05% OTHER INGREDIENTS: 99 95% TOTAL: 100 00% OTHER INGREDIENTS: WATER,ACTIVE INGREDIENT: THYMOL (PRESENT AS A COMPONENT OF THYME OIL): 0 05% OTHER INGREDIENTS: 99 95% TOTAL: 100 00% OTHER INGREDIENTS: WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46093,Stock Inventory     ,7.33E+11,Spray Disinfectant Eucalyptus ,13 9 oz ,SG Spray Disinft Eucal 13 9OZ,0,HOUSEHOLD CLEANERS & SUPPLIES ,HOUSEHOLD CLEANERS            ,Seventh Generation            ,Packaged Grocery              ,8 49,10/9/24 0:00,2/9/25 15:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
