inv_pk,inv_type,inv_scancode,inv_name,inv_size,inv_receiptalias,inv_discontinued,pi1_description,pi2_description,brd_name,dpt_name,sib_baseprice,inv_lastreceived,inv_lastsold,del_ingredientList,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Ingredient_5,Ingredient_6,Ingredient_7,Ingredient_8,Ingredient_9,Ingredient_10,Ingredient_11,Ingredient_12,Ingredient_13,Ingredient_14,Ingredient_15,Ingredient_16,Ingredient_17,Ingredient_18,Ingredient_19,Ingredient_20,Ingredient_21,Ingredient_22,Ingredient_23,Ingredient_24,Ingredient_25,Ingredient_26,Ingredient_27,Ingredient_28,Ingredient_29,Ingredient_30,Ingredient_31,Ingredient_32,Ingredient_33,Ingredient_34,Ingredient_35,Ingredient_36,Ingredient_37,Ingredient_38,Ingredient_39,Ingredient_40,Ingredient_41,Ingredient_42,Ingredient_43,Ingredient_44,Ingredient_45,Ingredient_46,Ingredient_47,Ingredient_48,Ingredient_49,Ingredient_50,Ingredient_51,Ingredient_52,Ingredient_53,Ingredient_54,Ingredient_55,Ingredient_56,Ingredient_57,Ingredient_58,Ingredient_59,Ingredient_60,Ingredient_61,Ingredient_62,Ingredient_63,Ingredient_64,Ingredient_65,Ingredient_66,Ingredient_67,Ingredient_68,Ingredient_69,Ingredient_70,Ingredient_71,Ingredient_72,Ingredient_73,Ingredient_74,Ingredient_75,Ingredient_76,Ingredient_77,Ingredient_78,Ingredient_79,Ingredient_80,Ingredient_81,Ingredient_82,Ingredient_83,Ingredient_84,Ingredient_85,Ingredient_86,Ingredient_87,Ingredient_88,Ingredient_89,Ingredient_90,Ingredient_91,Ingredient_92,Ingredient_93,Ingredient_94,Ingredient_95,Ingredient_96,Ingredient_97,Ingredient_98,Ingredient_99,Ingredient_100,Ingredient_101,Ingredient_102,Ingredient_103,Ingredient_104,Ingredient_105,Ingredient_106,Ingredient_107,Ingredient_108,Ingredient_109,Ingredient_110,Ingredient_111,Ingredient_112,Ingredient_113,Ingredient_114,Ingredient_115
44754,Stock Inventory     ,8.58E+11,Tea Guayusa Hibiscus Berry OG ,14 fl oz            ,Tea Guysa Hbscs Bry             ,1,SHELF STABLE TEA & COFFEE RTD ,SS TEA RTD                    ,Runa                          ,Packaged Grocery              ,3 19,9/17/20 16:47,10/5/20 14:50,"ORGANIC SUGAR CANE**, BREW ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC BREW HIBISCUS, ORGANIC BLUEBERRY FLAVOR, ORGANIC YUMBERRY FLAVOR, NATURAL FLAVOR, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ",ORGANIC SUGAR CANE**, BREW ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC BREW HIBISCUS, ORGANIC BLUEBERRY FLAVOR, ORGANIC YUMBERRY FLAVOR, NATURAL FLAVOR, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44753,Stock Inventory     ,8.58E+11,Tea Guayusa Guava Zero OG     ,14 fl oz            ,Tea Guayusa Guava Z             ,1,SHELF STABLE TEA & COFFEE RTD ,SS TEA RTD                    ,Runa                          ,Packaged Grocery              ,2 39,5/7/18 0:00,7/10/18 17:09,"BREWED ORGANIC GUAYUSA PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC GUAVA FLAVOR, ORGANIC LEMON JUICE CONCENTRATE, NATURAL FLAVOR, CITRIC ACID, VITAMIN C (ASCORBIC ACID)  **ORGANIC & FAIR TRADE CERTIFIED INGREDIENTS ",BREWED ORGANIC GUAYUSA PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC GUAVA FLAVOR, ORGANIC LEMON JUICE CONCENTRATE, NATURAL FLAVOR, CITRIC ACID, VITAMIN C (ASCORBIC ACID)  **ORGANIC & FAIR TRADE CERTIFIED INGREDIENTS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44752,Stock Inventory     ,8.58E+11,Drink Energy Orange Passion OG,12 fl oz            ,Drink Enrgy OrngPss             ,1,SHELF STABLE FUNCTIONAL BEVERA,SS ENERGY & OTHER FUNCTIONAL B,Runa                          ,Packaged Grocery              ,2 79,10/5/18 0:00,12/19/18 8:14,ORGANIC BREWED GUAYUSA*,ORGANIC BREWED GUAYUSA*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44759,Stock Inventory     ,75720000609,Water Spring Distilled        ,1 gal ,PS Water Spring Dstld 1GL,1,SHELF STABLE WATER            ,SS WATER BULK                 ,Poland Spring                 ,Packaged Grocery              ,2 99,6/1/23 0:00,7/31/23 17:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44756,Stock Inventory     ,8.58E+11,Tea Guayusa Mint OG           ,14 fl oz            ,Tea Guayusa Mint                ,1,SHELF STABLE TEA & COFFEE RTD ,SS TEA RTD                    ,Runa                          ,Packaged Grocery              ,2 39,5/7/18 0:00,7/11/18 15:18,"ORGANIC SUGAR CANE**, BREWED ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC SPEARMINT EXTRACT, ORGANIC SPEARMINT ESSENCE, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ",ORGANIC SUGAR CANE**, BREWED ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC GUAYUSA LEAVES**), ORGANIC SPEARMINT EXTRACT, ORGANIC SPEARMINT ESSENCE, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44763,Stock Inventory     ,8.54E+11,Bagels Everything Sliced GF   ,14 oz ,CB Bagels Evrthg Slcd 14OZ,1,BREAD & BAKED GOODS           ,BAGELS & ENGLISH MUFFINS      ,Canyon Bakehouse              ,Frozen                        ,7 99,12/20/21 0:00,11/23/22 16:33,"WATER, TAPIOCA FLOUR, BROWN RICE FLOUR, POTATO STARCH, CULTURED RICE FLOUR, ORGANIC AGAVE SYRUP, EXTRA VIRGIN OLIVE OIL, WHOLE GRAIN SORGHUM FLOUR, XANTHAN GUM, EGG WHITES, DEHYDRATED ONION, DEHYDRATED GARLIC, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, POTATO FLOUR, MONO CALCIUM PHOSPHATE), SUNFLOWER SEEDS, YEAST, SEA SALT, GOLDEN FLAX SEEDS, POPPY SEEDS, ENZYMES ",WATER, TAPIOCA FLOUR, BROWN RICE FLOUR, POTATO STARCH, CULTURED RICE FLOUR, ORGANIC AGAVE SYRUP, EXTRA VIRGIN OLIVE OIL, WHOLE GRAIN SORGHUM FLOUR, XANTHAN GUM, EGG WHITES, DEHYDRATED ONION, DEHYDRATED GARLIC, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, POTATO FLOUR, MONO CALCIUM PHOSPHATE), SUNFLOWER SEEDS, YEAST, SEA SALT, GOLDEN FLAX SEEDS, POPPY SEEDS, ENZYMES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44786,Stock Inventory     ,42563603847,Honey Raw Wildflower OG       ,12 oz ,FD Honey Raw Wildflowr 12OZ,0,SHELF STABLE SWEETENERS       ,SS HONEY                      ,Field Day                     ,Packaged Grocery              ,5 99,2/2/25 0:00,2/10/25 9:58,100% ORGANIC GRADE A HONEY ,100% ORGANIC GRADE A HONEY ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44785,Stock Inventory     ,42563603830,Applesauce Cinnamon OG        ,24 oz ,FD Applesauce Cinnamon 24OZ,0,SHELF STABLE FRUITS & VEGETABL,SS FRUITS                     ,Field Day                     ,Packaged Grocery              ,3 49,1/22/25 0:00,2/7/25 12:33,ORGANIC APPLES,ORGANIC APPLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44784,Stock Inventory     ,42563603755,Honey Raw Wildflower OG       ,16 oz ,FD Honey Raw Wildflowr 16OZ,0,SHELF STABLE SWEETENERS       ,SS HONEY                      ,Field Day                     ,Packaged Grocery              ,6 99,1/20/25 0:00,2/3/25 16:19,100% ORGANIC GRADE A HONEY ,100% ORGANIC GRADE A HONEY ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44764,Stock Inventory     ,8.54E+11,Bread Cinnamon Raisin GF      ,18 oz ,CB Bread Cinnmn Raisin 18OZ,1,BREAD & BAKED GOODS           ,BREAD LOAVES                  ,Canyon Bakehouse              ,Frozen                        ,6 99,8/27/21 0:00,10/21/21 15:34,"WATER, BROWN RICE FLOUR, RAISINS, TAPIOCA FLOUR, WHOLE GRAIN SORGHUM FLOUR, ORGANIC AGAVE SYRUP, EGGS, XANTHAN GUM, EXTRA VIRGIN OLIVE OIL, CULTURED RICE FLOUR, EGG WHITES, SUNFLOWER SEEDS, ORGANIC CANE SUGAR, CINNAMON, YEAST, SEA SALT, ENZYMES ",WATER, BROWN RICE FLOUR, RAISINS, TAPIOCA FLOUR, WHOLE GRAIN SORGHUM FLOUR, ORGANIC AGAVE SYRUP, EGGS, XANTHAN GUM, EXTRA VIRGIN OLIVE OIL, CULTURED RICE FLOUR, EGG WHITES, SUNFLOWER SEEDS, ORGANIC CANE SUGAR, CINNAMON, YEAST, SEA SALT, ENZYMES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44751,Stock Inventory     ,8.58E+11,Drink Clean Enrgy Zero Lime OG,12 fl oz ,RUN Drink ClnEnrg Lime 12FZ,1,SHELF STABLE FUNCTIONAL BEVERA,SS ENERGY & OTHER FUNCTIONAL B,Runa                          ,Packaged Grocery              ,2 99,7/14/22 0:00,9/5/22 10:23,ORGANIC BREWED GUAYUSA*,ORGANIC BREWED GUAYUSA*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44750,Stock Inventory     ,8.58E+11,Drink Clean Energy Berry OG   ,12 fl oz ,RUN Drink ClnEnrgy Bery 12FZ,1,SHELF STABLE FUNCTIONAL BEVERA,SS ENERGY & OTHER FUNCTIONAL B,Runa                          ,Packaged Grocery              ,2 99,7/14/22 0:00,9/7/22 16:04,ORGANIC BREWED GUAYUSA*,ORGANIC BREWED GUAYUSA*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44748,Stock Inventory     ,8.58E+11,Tea Guayusa Sweet Peach OG    ,14 fl oz            ,Tea Guayusa Swt Pch             ,1,SHELF STABLE TEA & COFFEE RTD ,SS TEA RTD                    ,Runa                          ,Packaged Grocery              ,3 19,1/20/21 18:53,1/23/21 17:49,"ORGANIC SUGAR CANE**, BREWED ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC QUAYUSA FLAVORS**), ORGANIC PEACH FLAVOR, NATURAL FLAVORS, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ",ORGANIC SUGAR CANE**, BREWED ORGANIC GUAYUSA (PURIFIED WATER AND ORGANIC QUAYUSA FLAVORS**), ORGANIC PEACH FLAVOR, NATURAL FLAVORS, CITRIC ACID, VITAMIN C (ASCORBIC ACID) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44774,Stock Inventory     ,36192120455,Juice Agua Fresca Grapefruit  ,32 fl oz            ,Juice Grapefruit                ,1,SHELF STABLE JUICES           ,SS JUICE & JUICE DRINKS       ,Santa Cruz                    ,Packaged Grocery              ,3 59,7/9/20 19:26,9/9/20 17:37,"FILTERED WATER, ORGANIC GRAPEFRUIT JUICE, ORGANIC SUGAR, ORGANIC LEMON JUICE, ORGANIC FRUIT AND VEGETABLE JUICE (COLOR), ORGANIC NATURAL FLAVORS ",FILTERED WATER, ORGANIC GRAPEFRUIT JUICE, ORGANIC SUGAR, ORGANIC LEMON JUICE, ORGANIC FRUIT AND VEGETABLE JUICE (COLOR), ORGANIC NATURAL FLAVORS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44722,Stock Inventory     ,41224720909,Couscous Israeli Toasted Pasta,21 1 oz             ,"COUSCOUS,ISRAELI TSTD",1,SHELF STABLE ENTREES & MIXES  ,SS ENTREES & MIXES GRAIN BASED,Roland                        ,Packaged Grocery              ,8 39,3/25/19 0:00,5/12/19 13:18,WHEAT FLOUR ,WHEAT FLOUR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44772,Stock Inventory     ,36192120448,Juice Agua Fresca Pomegranate ,32 fl oz            ,Juice Pomegranate               ,1,SHELF STABLE JUICES           ,SS JUICE & JUICE DRINKS       ,Santa Cruz                    ,Packaged Grocery              ,3 59,11/14/18 0:00,3/19/19 17:12,"FILTERED WATER, ORGANIC POMEGRANATE JUICE, ORGANIC SUGAR, ORGANIC POMEGRANATE JUICE CONCENTRATE, ORGANIC LEMON JUICE, ORGANIC NATURAL FLAVORS ",FILTERED WATER, ORGANIC POMEGRANATE JUICE, ORGANIC SUGAR, ORGANIC POMEGRANATE JUICE CONCENTRATE, ORGANIC LEMON JUICE, ORGANIC NATURAL FLAVORS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44779,Stock Inventory     ,42563603595,Canola Oil,32 fl oz ,FD Canola Oil 32FZ,0,SHELF STABLE OILS & VINEGARS  ,SS CULINARY OIL CANOLA        ,Field Day                     ,Packaged Grocery              ,6 99,1/20/25 0:00,2/11/25 16:34,100% EXPELLER (MECHANICALLY) PRESSED REFINED NON-GMO CANOLA OIL ,100% EXPELLER (MECHANICALLY) PRESSED REFINED NON-GMO CANOLA OIL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44720,Stock Inventory     ,74401704089,Couscous Pearl Original       ,11 53 oz            ,Couscous Prl Orgnal             ,1,SHELF STABLE ENTREES & MIXES  ,SS ENTREES & MIXES GRAIN BASED,Rice Select                   ,Packaged Grocery              ,4 49,8/16/17 23:36,3/30/18 19:42,TOASTED PEARL COUSCOUS (WHEAT FLOUR) ,TOASTED PEARL COUSCOUS (WHEAT FLOUR) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44575,Stock Inventory     ,9.34E+12,Chia Black                    ,5 3 oz              ,Chia Black                      ,1,SHELF STABLE NUTS & TRAIL MIX ,SS SEEDS                      ,The Chia Company              ,Packaged Grocery              ,5 99,2/25/19 0:00,5/7/19 19:33,100% CHIA SEED (SALVIA HISPANICA) ,100% CHIA SEED (SALVIA HISPANICA) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44527,Stock Inventory     ,89836195593,Seasoning Ancho Chili Pwder OG,2 85 oz ,SO Ancho Chili Powder 2 85OZ,1,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Simply Organic                ,Packaged Grocery              ,8 59,10/21/20 18:05,8/28/21 9:32,ORGANIC ANCHO CHILI PEPPER ,ORGANIC ANCHO CHILI PEPPER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44592,Stock Inventory     ,8.57E+11,Cashews Cajun Dry Roasted OG  ,8 oz                ,Cashews Cajun Dry Roasted OG    ,1,SHELF STABLE NUTS & TRAIL MIX ,SS NUTS                       ,Tierra Farm                   ,Packaged Grocery              ,8 89,1/24/18 0:00,8/9/18 17:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44526,Stock Inventory     ,89836195630,Seasoning Southwest OG        ,3 98 oz             ,Seasoning Sthwst OG             ,1,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Simply Organic                ,Packaged Grocery              ,9 19,9/19/19 17:39,7/13/20 18:51,"ORGANIC SMOKED PAPRIKA, ORGANIC GARLIC, SEA SALT, ORGANIC CUMIN, ORGANIC BLACK PEPPER, ORGANIC CHIPOTLE PEPPER, ORGANIC ONION, ORGANIC LEMON PEEL, ORGANIC RICE CONCENTRATE, ORGANIC CAYENNE ",ORGANIC SMOKED PAPRIKA, ORGANIC GARLIC, SEA SALT, ORGANIC CUMIN, ORGANIC BLACK PEPPER, ORGANIC CHIPOTLE PEPPER, ORGANIC ONION, ORGANIC LEMON PEEL, ORGANIC RICE CONCENTRATE, ORGANIC CAYENNE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44573,Stock Inventory     ,31493072007,Sandwich Wrap Multigrn 9in OG ,13 1 oz             ,Sndwch Wrp Mltgrn               ,1,BREAD & BAKED GOODS           ,TORTILLAS & FLAT BREADS       ,Rudi's                        ,Packaged Grocery              ,5 99,11/28/17 19:44,7/8/18 18:32,ORGANIC WHOLE WHEAT FLOUR,ORGANIC WHOLE WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44547,Stock Inventory     ,12993102029,Seltzer Coconut 12pk,12 / 12 fl oz ,LAC Seltzer Ccnut 12PK,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,7 59,1/23/25 0:00,1/24/25 12:18,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44546,Stock Inventory     ,12993221010,Sparkling Water Coconut 8pk   ,8 / 12 fl oz        ,"SPRKLNG WTR,CAN,COCONUT",1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,4 89,10/5/18 0:00,2/20/19 20:00,"CARBONATED WATER, NATURAL FLAVOR ",CARBONATED WATER, NATURAL FLAVOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44545,Stock Inventory     ,73360323416,Seltzer Cranberry Raspberry 12pk,12 / 12 fl oz ,LAC Sltzr Crn Rspb 12PK,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,6 89,8/27/21 0:00,9/25/21 15:08,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44544,Stock Inventory     ,12993221324,Sparkling Water Cranb Rasp 8pk,8 / 12 fl oz ,"SPRKLNG WTR,CAN,RZZ CRNB",1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,4 69,5/10/18 0:00,6/25/18 9:45,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44551,Stock Inventory     ,12993112028,Seltzer Peach Pear 12pk,12 / 12 fl oz ,LAC Seltzer Pch Pr 12PK,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,6 99,7/30/21 0:00,8/31/21 18:45,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44550,Stock Inventory     ,73360373411,Seltzer Lemon 12pk,12 / 12 fl oz ,LAC Seltzer Lemon 12PK,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,7 59,1/19/23 0:00,5/27/23 16:41,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44549,Stock Inventory     ,73360233418,Seltzer Lime 12pk,12 / 12 fl oz ,LAC Seltzer Lime 12PK,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,7 59,1/30/25 0:00,2/4/25 13:23,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44548,Stock Inventory     ,12993221256,Seltzer Lime 8pk,8 / 12 fl oz ,LAC Seltzer Lime 8PK,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,4 89,1/6/22 0:00,2/16/22 18:31,"CARBONATED WATER, NATURAL FLAVOR ",CARBONATED WATER, NATURAL FLAVOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44555,Stock Inventory     ,73360772054,Sparkling Water KiwiSandia 8pk,8 / 12 fl oz        ,SpkgWtr KwSnd 8pk               ,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,5 89,11/12/18 0:00,3/8/19 18:24,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44554,Stock Inventory     ,12993102012,Seltzer Grapefruit 12pk,12 / 12 fl oz ,LAC SpkgWtr Grpfrt 12PK,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,LaCroix                       ,Packaged Grocery              ,7 59,2/2/25 0:00,2/2/25 13:16,"ONLY CARBONATED WATER, NATURALLY ESSENCED* ",ONLY CARBONATED WATER, NATURALLY ESSENCED* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44630,Stock Inventory     ,24335060744,Chips Corn Sea Salt           ,9 oz                ,Chips Corn Sea Salt             ,1,SHELF STABLE CHIPS PRETZELS SN,SS TORTILLA & CORN CHIPS      ,Bearito                       ,Packaged Grocery              ,4 39,8/5/19 0:00,9/18/19 10:46,"YELLOW AND WHITE CORN, EXPELLER PRESSED CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL, SEA SALT ",YELLOW AND WHITE CORN, EXPELLER PRESSED CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL, SEA SALT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
