inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
11496,58449410003,frstd strawberry toaster pastry og,frstd raspberry toaster pastry og,0.934840126,25486,Nature's Path                 ,Packaged Grocery              
11496,58449410003,frstd strawberry toaster pastry og,cookies n cream protein pastry,0.920080168,827244,Legendary Foods               ,Grab & Go                     
11496,58449410003,frstd strawberry toaster pastry og,brown sugar protein pastry,0.917780303,836261,Legendary Foods               ,Grab & Go                     
11478,36192122169,organic 100% lime juice,organic 100% lemon juice,0.992953831,13583,Santa Cruz                    ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,organic lemon juice,0.991889507,48482,Lakewood                      ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,juice pure lemon,0.990538272,38787,Santa Cruz                    ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,organic elderberry juice,0.98998235,1171837,Biotta                        ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,organic tomato juice,0.989874507,8573,R  W  Knudsen                 ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,cranberry concentrate,0.989655674,281818,Dynamic Health                ,Packaged Grocery              
11478,36192122169,organic 100% lime juice,grape concentrate juice,0.989279865,39549,Singer Farm Naturals          ,Packaged Grocery              
11442,11433112956,ptto pea samosa wchutney,spinach samosa wchutney,0.956983301,105128,Deep Indian Kitchen           ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,vegetable samosas,0.92480395,67792,Monsoon Kitchens              ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,tikka chicken samosa,0.916477353,38647,Deep Indian Kitchen           ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,potato cheddar pierogie,0.915903848,134206,The Pierogie Guy              ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,sauerkraut pierogie,0.91558808,134207,The Pierogie Guy              ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,strawberry jelly sandwiches,0.915412027,1286822,Sunbutter                     ,Frozen                        
11442,11433112956,ptto pea samosa wchutney,grape jelly sandwiches,0.915396899,1286819,Sunbutter                     ,Frozen                        
11431,41954000142,herbalozenge cherry echinacea,herbalozenge orange c,0.996260485,11429,Zand                          ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,golden echinacea,0.985252159,12336,Herb Pharm                    ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,elderberry zinc lozenge,0.984549427,59392,Abundance Supplements         ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,lemon zinc lozenge,0.983753224,11430,Zand                          ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,herbalozenge lemon honey,0.983254122,11425,Zand                          ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,herbalozenge menthol,0.981725927,15390,Zand                          ,Supplements                   
11431,41954000142,herbalozenge cherry echinacea,herbalozenge elderberry zinc,0.981680983,11427,Zand                          ,Supplements                   
11430,41954000135,lemon zinc lozenge,elderberry zinc lozenge,0.988339293,59392,Abundance Supplements         ,Supplements                   
11430,41954000135,lemon zinc lozenge,herbalozenge orange c,0.985733478,11429,Zand                          ,Supplements                   
11430,41954000135,lemon zinc lozenge,herbalozenge cherry echinacea,0.983753224,11431,Zand                          ,Supplements                   
11430,41954000135,lemon zinc lozenge,zinc lozenges,0.98015006,68011,Abundance Supplements         ,Supplements                   
11430,41954000135,lemon zinc lozenge,golden echinacea,0.977843276,12336,Herb Pharm                    ,Supplements                   
11430,41954000135,lemon zinc lozenge,yoni oil,0.9775555,383163,Benedictine                   ,Supplements                   
11430,41954000135,lemon zinc lozenge,organic lemon & ginger throat spray,0.977511912,1244911,Wedderspoon                   ,Supplements                   
11429,41954000128,herbalozenge orange c,herbalozenge cherry echinacea,0.996260485,11431,Zand                          ,Supplements                   
11429,41954000128,herbalozenge orange c,elderberry zinc lozenge,0.986531283,59392,Abundance Supplements         ,Supplements                   
11429,41954000128,herbalozenge orange c,lemon zinc lozenge,0.985733478,11430,Zand                          ,Supplements                   
11429,41954000128,herbalozenge orange c,herbalozenge lemon honey,0.985233371,11425,Zand                          ,Supplements                   
11429,41954000128,herbalozenge orange c,herbalozenge menthol,0.9837021,15390,Zand                          ,Supplements                   
11429,41954000128,herbalozenge orange c,golden echinacea,0.983665127,12336,Herb Pharm                    ,Supplements                   
11429,41954000128,herbalozenge orange c,herbalozenge elderberry zinc,0.983657065,11427,Zand                          ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,herbalozenge lemon honey,0.995311154,11425,Zand                          ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,elderberry zinc lozenge,0.991865813,59392,Abundance Supplements         ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,herbalozenge menthol,0.991332118,15390,Zand                          ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,zinc lozenges,0.990028566,68011,Abundance Supplements         ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,elderberry immune gummy,0.989301614,47534,Garden Of Life                ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,golden echinacea,0.987698533,12336,Herb Pharm                    ,Supplements                   
11427,41954000098,herbalozenge elderberry zinc,elderberry plus immune support,0.987576602,383155,Benedictine                   ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,herbalozenge lemon honey,0.978748934,11425,Zand                          ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,herbalozenge menthol,0.977227742,15390,Zand                          ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,golden echinacea,0.977191012,12336,Herb Pharm                    ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,herbalozenge elderberry zinc,0.977183003,11427,Zand                          ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,yoni oil,0.976903429,383163,Benedictine                   ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,zinc lozenges,0.976756103,68011,Abundance Supplements         ,Supplements                   
11426,41954000081,herbalozenge blue-berries blend,organic lemon & ginger throat spray,0.975914806,1244911,Wedderspoon                   ,Supplements                   
11425,41954000074,herbalozenge lemon honey,herbalozenge elderberry zinc,0.995311154,11427,Zand                          ,Supplements                   
11425,41954000074,herbalozenge lemon honey,herbalozenge menthol,0.992920723,15390,Zand                          ,Supplements                   
11425,41954000074,herbalozenge lemon honey,golden echinacea,0.989281315,12336,Herb Pharm                    ,Supplements                   
11425,41954000074,herbalozenge lemon honey,yoni oil,0.988990174,383163,Benedictine                   ,Supplements                   
11425,41954000074,herbalozenge lemon honey,organic lemon & ginger throat spray,0.988946076,1244911,Wedderspoon                   ,Supplements                   
11425,41954000074,herbalozenge lemon honey,zinc lozenges,0.988841025,68011,Abundance Supplements         ,Supplements                   
11425,41954000074,herbalozenge lemon honey,honey propolis lozenges,0.988758006,1012560,Beekeeper's Naturals          ,Supplements                   
11423,46352002064,colon care caps,colon care formula,0.983730303,22343,Yerba Prima                   ,Supplements                   
11423,46352002064,colon care caps,daily fiber formula 625mg,0.964359165,11421,Yerba Prima                   ,Supplements                   
11423,46352002064,colon care caps,35 prebiotic fiber,0.94658334,180047,Flora                         ,Supplements                   
11423,46352002064,colon care caps,psyllium fiber og,0.946010135,105155,Organic India                 ,Supplements                   
11423,46352002064,colon care caps,psyllium husks powder,0.945383524,18117,Yerba Prima                   ,Supplements                   
11423,46352002064,colon care caps,psyllium husk fiber harmony,0.943724888,29124,Organic India                 ,Supplements                   
11423,46352002064,colon care caps,yp psyillium husks whole,0.939570396,18118,Yerba Prima                   ,Supplements                   
11421,46352001999,daily fiber formula 625mg,colon care caps,0.964359165,11423,Yerba Prima                   ,Supplements                   
11421,46352001999,daily fiber formula 625mg,psyllium fiber og,0.964138037,105155,Organic India                 ,Supplements                   
11421,46352001999,daily fiber formula 625mg,psyllium husk fiber harmony,0.961754485,29124,Organic India                 ,Supplements                   
11421,46352001999,daily fiber formula 625mg,psyllium husks powder,0.961226776,18117,Yerba Prima                   ,Supplements                   
11421,46352001999,daily fiber formula 625mg,35 prebiotic fiber,0.960677033,180047,Flora                         ,Supplements                   
11421,46352001999,daily fiber formula 625mg,colon care formula,0.958239702,22343,Yerba Prima                   ,Supplements                   
11421,46352001999,daily fiber formula 625mg,yp psyillium husks whole,0.955709379,18118,Yerba Prima                   ,Supplements                   
11362,94841300146,eye drops #1 dry eyes,eye wellness supplement,0.91155492,520264,Bio Nutrition                 ,Supplements                   
11362,94841300146,eye drops #1 dry eyes,kids cold & mucus relief,0.911549487,44296,Similasan                     ,Supplements                   
11362,94841300146,eye drops #1 dry eyes,drops relief eye aging,0.909164315,65766,Similasan                     ,Body Care                     
11362,94841300146,eye drops #1 dry eyes,calc flour 6x cell salt,0.907253353,282092,Hylands                       ,Supplements                   
11362,94841300146,eye drops #1 dry eyes,mag phos cell salt 6x #8,0.906371939,248261,Hylands                       ,Supplements                   
11362,94841300146,eye drops #1 dry eyes,comfrey ointment,0.90516574,838344,Christopher's                 ,Body Care                     
11362,94841300146,eye drops #1 dry eyes,coldcalm,0.903099444,10606,Boiron                        ,Supplements                   
11357,36602079175,original cough drop,propolis cough syrup,0.979353982,1012562,Beekeeper's Naturals          ,Supplements                   
11357,36602079175,original cough drop,manuka cough & throat syrup,0.977816907,1244922,ManukaGuard                   ,Supplements                   
11357,36602079175,original cough drop,golden echinacea,0.976980308,12336,Herb Pharm                    ,Supplements                   
11357,36602079175,original cough drop,yoni oil,0.976692787,383163,Benedictine                   ,Supplements                   
11357,36602079175,original cough drop,zinc lozenges,0.976545493,68011,Abundance Supplements         ,Supplements                   
11357,36602079175,original cough drop,deep lung 3-in-1,0.976465473,383157,Benedictine                   ,Supplements                   
11357,36602079175,original cough drop,kids nighttime cough & throat syrup,0.975427291,1244925,ManukaGuard                   ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,black seed oil,0.988735703,44466,Heritage Store                ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,moringa powder og,0.988709674,36598,Organic India                 ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,flax oil,0.988339768,1029670,Abundance Supplements         ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,moringa 90,0.987019224,36596,Organic India                 ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,lemon flavored fish oil,0.986263716,22147,Carlson Labs                  ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,superfood greens blend og,0.986072018,59514,Navitas                       ,Supplements                   
11191,3.58E+11,chlorofresh liquid-natur,propolis extract,0.985646607,12388,Herb Pharm                    ,Supplements                   
11185,33674471104,lactase enzyme,enzyme blend adult,0.995450623,46835,Flora                         ,Supplements                   
11185,33674471104,lactase enzyme,chewable digestive aid,0.990800449,1029667,American Health               ,Supplements                   
11185,33674471104,lactase enzyme,original papaya enzyme 250ct,0.990642676,586127,American Health               ,Supplements                   
11185,33674471104,lactase enzyme,mint acid rescue chews,0.989841649,52381,AMAZING NUTRITION             ,Supplements                   
11185,33674471104,lactase enzyme,charcoal 250 mg vegan,0.988354719,47341,VegLife                       ,Supplements                   
11185,33674471104,lactase enzyme,probiotic adult,0.985924577,35371,Flora                         ,Supplements                   
11185,33674471104,lactase enzyme,adult probiotic digestive support,0.985611605,383141,Abundance Supplements         ,Supplements                   
11183,33674171004,slippery elm bark,ginger extract,0.990982502,12332,Herb Pharm                    ,Supplements                   
11183,33674171004,slippery elm bark,lavender extract,0.99065805,12357,Herb Pharm                    ,Supplements                   
11183,33674171004,slippery elm bark,cilantro extract,0.990359391,10733,Herb Pharm                    ,Supplements                   
11183,33674171004,slippery elm bark,white willow bark,0.990283284,20216,Solaray                       ,Supplements                   
11183,33674171004,slippery elm bark,fennel extract,0.990125043,12326,Herb Pharm                    ,Supplements                   
11183,33674171004,slippery elm bark,calendula extract,0.990083968,12291,Herb Pharm                    ,Supplements                   
11183,33674171004,slippery elm bark,licorice extract,0.990069373,12359,Herb Pharm                    ,Supplements                   
11180,33674145005,kelp,black seed oil,0.987407827,44466,Heritage Store                ,Supplements                   
11180,33674145005,kelp,moringa powder og,0.986697199,36598,Organic India                 ,Supplements                   
11180,33674145005,kelp,flax oil,0.986286189,1029670,Abundance Supplements         ,Supplements                   
11180,33674145005,kelp,moringa 90,0.985010189,36596,Organic India                 ,Supplements                   
11180,33674145005,kelp,lemon flavored fish oil,0.98421445,22147,Carlson Labs                  ,Supplements                   
11180,33674145005,kelp,superfood greens blend og,0.984066192,59514,Navitas                       ,Supplements                   
11180,33674145005,kelp,vanilla plant protein,0.984059168,281744,Abundance Supplements         ,Supplements                   
11168,33674107003,blessed thistle og,ginger extract,0.989462795,12332,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,lavender extract,0.98913884,12357,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,cilantro extract,0.98884064,10733,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,fennel extract,0.988606651,12326,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,calendula extract,0.988565639,12291,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,licorice extract,0.988551066,12359,Herb Pharm                    ,Supplements                   
11168,33674107003,blessed thistle og,artichoke extract,0.988470016,12268,Herb Pharm                    ,Supplements                   
10830,47469005023,sleep n restore,sleep support,0.99506945,34008,Abundance Supplements         ,Supplements                   
10830,47469005023,sleep n restore,sound sleep,0.993369822,28017,Gaia Herbs                    ,Supplements                   
10830,47469005023,sleep n restore,peaceful sleep herbs og,0.992115164,35163,Organic India                 ,Supplements                   
10830,47469005023,sleep n restore,stress manager,0.989264373,38671,Herb Pharm                    ,Supplements                   
10830,47469005023,sleep n restore,inflammove,0.989013536,29422,Abundance Supplements         ,Supplements                   
10830,47469005023,sleep n restore,anxiety soother,0.988818718,40039,Herb Pharm                    ,Supplements                   
10830,47469005023,sleep n restore,milk thistle extract,0.988763677,48650,Nature's Way                  ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,kali mur 6x cell salts,0.975724673,282093,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,kali phos 6x cell salts,0.965448816,282095,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,mag phos cell salt 6x #8,0.962543481,248261,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,nat mur 6x #9 cell salts,0.961577583,105926,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,calc flour 6x cell salt,0.961298068,282092,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,12-in-1 cell salts,0.9610971,417130,Hylands                       ,Supplements                   
10760,3.55E+11,#5 kali muriaticum 6x,eye wellness supplement,0.958699553,520264,Bio Nutrition                 ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,ferrum phos 6x cell salts,0.97684114,214595,Hylands                       ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,mag phos cell salt 6x #8,0.962899438,248261,Hylands                       ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,calc flour 6x cell salt,0.961653564,282092,Hylands                       ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,12-in-1 cell salts,0.961452521,417130,Hylands                       ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,nat phos 6x #10 cell salt,0.959717549,281761,Supplements                   ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,eye wellness supplement,0.959054088,520264,Bio Nutrition                 ,Supplements                   
10759,3.55E+11,#4 ferrum phosphoricum 6x,#5 kali muriaticum 6x,0.957775418,10760,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,#1 calcarea fluorica 6x,0.973603066,10755,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,mag phos cell salt 6x #8,0.95922538,248261,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,calc flour 6x cell salt,0.95798426,282092,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,12-in-1 cell salts,0.957783984,417130,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,eye wellness supplement,0.955394702,520264,Bio Nutrition                 ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,#4 ferrum phosphoricum 6x,0.954473754,10759,Hylands                       ,Supplements                   
10756,3.55E+11,#2 calcarea phosphorica 6x,#5 kali muriaticum 6x,0.954120912,10760,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,#2 calcarea phosphorica 6x,0.973603066,10756,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,mag phos cell salt 6x #8,0.959301124,248261,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,calc flour 6x cell salt,0.958059906,282092,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,12-in-1 cell salts,0.957859614,417130,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,eye wellness supplement,0.955470143,520264,Bio Nutrition                 ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,#4 ferrum phosphoricum 6x,0.954549122,10759,Hylands                       ,Supplements                   
10755,3.55E+11,#1 calcarea fluorica 6x,#5 kali muriaticum 6x,0.954196252,10760,Hylands                       ,Supplements                   
10749,3.19E+11,vitamin e oil,poke root oil blend,0.987708599,757931,Wise Ways Herbals             ,Body Care                     
10749,3.19E+11,vitamin e oil,lip balm tea tree,0.986428747,281795,Badger                        ,Body Care                     
10749,3.19E+11,vitamin e oil,sleep balm,0.984608449,23984,Badger                        ,Body Care                     
10749,3.19E+11,vitamin e oil,sleep balm og,0.984288722,67456,Badger                        ,Body Care                     
10749,3.19E+11,vitamin e oil,propolis nasal spray,0.983924894,1012557,Beekeeper's Naturals          ,Supplements                   
10749,3.19E+11,vitamin e oil,tatoo balm,0.983351223,45872,Badger                        ,Body Care                     
10749,3.19E+11,vitamin e oil,organic castor oil,0.982262874,33865,Heritage Store                ,Body Care                     
10733,90700003388,cilantro extract,ginger extract,0.997704621,12332,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,lavender extract,0.997377967,12357,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,fennel extract,0.996841346,12326,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,calendula extract,0.996799992,12291,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,licorice extract,0.996785297,12359,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,artichoke extract,0.996703572,12268,Herb Pharm                    ,Supplements                   
10733,90700003388,cilantro extract,fenugreek extract,0.996581169,12327,Herb Pharm                    ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,melatonin 3 mg w/ b-6,0.978676652,29413,Abundance Supplements         ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,5-htp tabs,0.977465404,66840,Naturity                      ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,l-5-htp 100 mg w/ c & b-6,0.977305017,29877,Abundance Supplements         ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,l-5-htp 100 mg,0.977305017,68010,Abundance Supplements         ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,melatonin 1mg orange,0.975952963,7754,Source Naturals               ,Supplements                   
10633,3.56E+11,phytoestrogen body cream,toothpaste og,0.975130723,44631,Essential Oxygen              ,Body Care                     
10633,3.56E+11,phytoestrogen body cream,lavender aloe lotion,0.974173013,417084,Everyone                      ,Body Care                     
10621,88395013522,lemon flavored cod liver oil,cod liver oil liq lemon f,0.996762587,10620,Carlson Labs                  ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,lemon flavored fish oil,0.993794993,22147,Carlson Labs                  ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,flax oil,0.99257373,1029670,Abundance Supplements         ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,black seed oil,0.98993454,44466,Heritage Store                ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,organic flax oil softgels,0.989532047,29386,Abundance Supplements         ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,black seed oil,0.989277497,43238,Heritage Store                ,Supplements                   
10621,88395013522,lemon flavored cod liver oil,black seed oil,0.989277497,41061,Heritage Store                ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,lemon flavored cod liver oil,0.996762587,10621,Carlson Labs                  ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,flax oil,0.991294429,1029670,Abundance Supplements         ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,super d omega 3 liq,0.990926549,28328,Carlson Labs                  ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,lemon flavored fish oil,0.990559663,22147,Carlson Labs                  ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,black seed oil,0.98865864,44466,Heritage Store                ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,organic flax oil softgels,0.988256666,29386,Abundance Supplements         ,Supplements                   
10620,88395013515,cod liver oil liq lemon f,black seed oil,0.988002444,43238,Heritage Store                ,Supplements                   
10619,88395005558,key-e suppositories,plant-based vitamin c,0.987562813,452105,Global Healing                ,Supplements                   
10619,88395005558,key-e suppositories,vitamin c orange spray,0.986447481,41352,Garden Of Life                ,Supplements                   
10619,88395005558,key-e suppositories,calcium magnesium & vitamin d,0.986418281,553060,Nature's Way                  ,Supplements                   
10619,88395005558,key-e suppositories,vitamin d-3 softgels,0.985977991,668028,AMAZING NUTRITION             ,Supplements                   
10619,88395005558,key-e suppositories,super orange vitamin c mix,0.985662952,14317,Emergen-C                     ,Supplements                   
10619,88395005558,key-e suppositories,liquid vitamin b-complex,0.985627455,36772,Nature's Answer               ,Supplements                   
10619,88395005558,key-e suppositories,vitamin code raw d3,0.985371085,29936,Garden Of Life                ,Supplements                   
10606,3.07E+11,coldcalm,eye wellness supplement,0.986827533,520264,Bio Nutrition                 ,Supplements                   
10606,3.07E+11,coldcalm,flu fix og,0.986290101,52904,Genexa                        ,Supplements                   
10606,3.07E+11,coldcalm,kids cough & cold combo pack,0.985881649,1244998,Hylands                       ,Supplements                   
10606,3.07E+11,coldcalm,comfrey ointment,0.984772198,838344,Christopher's                 ,Body Care                     
10606,3.07E+11,coldcalm,arnica montana 30 c  md,0.984465833,10432,Boiron                        ,Supplements                   
10606,3.07E+11,coldcalm,nux vomica 30 c  md,0.983770629,10543,Boiron                        ,Supplements                   
10606,3.07E+11,coldcalm,calc flour 6x cell salt,0.983135847,282092,Hylands                       ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,arnica montana 30 c  md,0.989255346,10432,Boiron                        ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,nux vomica 30 c  md,0.988556761,10543,Boiron                        ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,histaminum hydrochlo 6 c  md,0.986214183,10599,Boiron                        ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,coldcalm,0.983108504,10606,Boiron                        ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,eye wellness supplement,0.98301951,520264,Bio Nutrition                 ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,calc flour 6x cell salt,0.981358605,282092,Hylands                       ,Supplements                   
10601,3.07E+11,histaminum hydrochlo 30 c  md,comfrey ointment,0.980972106,838344,Christopher's                 ,Body Care                     
10599,3.07E+11,histaminum hydrochlo 6 c  md,histaminum hydrochlo 30 c  md,0.986214183,10601,Boiron                        ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,arnica montana 30 c  md,0.969722952,10432,Boiron                        ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,nux vomica 30 c  md,0.96903816,10543,Boiron                        ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,chamomilla 30 c  md,0.967276527,10458,Boiron                        ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,coldcalm,0.966577674,10606,Boiron                        ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,eye wellness supplement,0.966423805,520264,Bio Nutrition                 ,Supplements                   
10599,3.07E+11,histaminum hydrochlo 6 c  md,calc flour 6x cell salt,0.964846602,282092,Hylands                       ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,chamomilla 30 c  md,0.967471551,10458,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,phosphorus 30 c  md,0.965030066,10552,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,belladonna 30 c  md,0.965030066,10437,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,silicea 30 c  md,0.964463575,10573,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,arnica montana 30 c  md,0.96385119,10432,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,nux vomica 30 c  md,0.963170544,10543,Boiron                        ,Supplements                   
10593,3.07E+11,thuja occidentalis 30 c  md,bryonia alba 30 c  md,0.96308575,10440,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,chamomilla 30 c  md,0.970077625,10458,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,phosphorus 30 c  md,0.967629563,10552,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,belladonna 30 c  md,0.967629563,10437,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,silicea 30 c  md,0.967061546,10573,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,arnica montana 30 c  md,0.966447512,10432,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,nux vomica 30 c  md,0.965765032,10543,Boiron                        ,Supplements                   
10587,3.07E+11,symphytum officinale 30 c  md,bryonia alba 30 c  md,0.96568001,10440,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,chamomilla 30 c  md,0.977151498,10458,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,phosphorus 30 c  md,0.974685585,10552,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,belladonna 30 c  md,0.974685585,10437,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,silicea 30 c  md,0.974113425,10573,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,arnica montana 30 c  md,0.973494914,10432,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,nux vomica 30 c  md,0.972807458,10543,Boiron                        ,Supplements                   
10581,3.07E+11,sulphur 30 c  md,bryonia alba 30 c  md,0.972721815,10440,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,chamomilla 30 c  md,0.977151498,10458,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,phosphorus 30 c  md,0.974685585,10552,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,belladonna 30 c  md,0.974685585,10437,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,silicea 30 c  md,0.974113425,10573,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,arnica montana 30 c  md,0.973494914,10432,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,nux vomica 30 c  md,0.972807458,10543,Boiron                        ,Supplements                   
10579,3.07E+11,staphysagria 30 c  md,bryonia alba 30 c  md,0.972721815,10440,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,chamomilla 30 c  md,0.979022568,10458,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,phosphorus 30 c  md,0.976551933,10552,Boiron                        ,Supplements                   
