inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
46166,8.20E+11,fudge mint cookies,chocolate vanilla sandwich cookies,0.939916449,848374,Field Day                     ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,chocolate sprinkles,0.939132602,66731,Watkins                       ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,cookies mini choc chunk,0.936485978,68466,Back To Nature                ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,fudge mint cookies,0.986973113,46166,Back To Nature                ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,classic creme cookies,0.971124502,50803,Back To Nature                ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,cookies mini clssc cream,0.964672144,68471,Back To Nature                ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,cookies mini choc chunk,0.950534523,68466,Back To Nature                ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,cookies lemon,0.949589366,661981,Tate's Bake Shop              ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,cookie o's vanilla og,0.948776616,50805,Newman's                      ,Packaged Grocery              
46163,8.20E+11,fudge striped cookies,christmas tree cookies,0.948304453,417198,Walkers                       ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,gluten free chocolate chip cookies,0.978340195,43098,Tate's Bake Shop              ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,chocolate chunk cookies,0.951696865,68472,Back To Nature                ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,cookies mini choc chunk,0.948567731,68466,Back To Nature                ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,cookies lemon snaps,0.946929204,7468,MiDel                         ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,chocolate & shortbread hearts,0.944466246,486108,Little Rae Bakery             ,Bakery                        
46162,8.10E+11,chocolate chip cookies,cookies ginger snaps,0.944046427,7467,MiDel                         ,Packaged Grocery              
46162,8.10E+11,chocolate chip cookies,homestyle chocolate chunk cookie,0.943719092,68461,Back To Nature                ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,dried fruit blueberry og,0.972704942,58830,Natierra                      ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,raspberry dried fruit og,0.972563367,53141,Natierra                      ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,dried fruit mango og,0.971191317,53151,Natierra                      ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,dried fruit medley og,0.971190322,41768,Fruit Bliss                   ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,dried mango og,0.969949476,38756,Equal Exchange                ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,dried cranberries,0.969309688,417240,Made With                     ,Packaged Grocery              
46155,7.20E+11,organic figgy pops choco crunch,mango fruit crisps,0.968569408,661996,Brothers All Natural          ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,concentrate cranberry,0.999474129,11622,Dynamic Health                ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,cranberry concentrate,0.996734115,281818,Dynamic Health                ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,organic cranberry juice,0.991144312,44781,Field Day                     ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,organic pure cranberry juice,0.991016135,315630,Lakewood                      ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,pure cranberry juice,0.990904646,8342,Lakewood                      ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,concentrate black cherry og,0.990753827,11623,Dynamic Health                ,Packaged Grocery              
46153,42608125822,concentrate cranberry og,grape concentrate juice,0.988366655,39549,Singer Farm Naturals          ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,spray disinfectant fresh citrus,0.994600328,46094,Seventh Generation            ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,wipe disinfecting multi surface,0.983034743,47405,Seventh Generation            ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,cleaner multi-surf disinfect,0.968223594,42364,Seventh Generation            ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,spray disinfectant eucalyptus,0.964130475,46093,Seventh Generation            ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,cleaner spray & wipe,0.957981767,23052,BioKleen                      ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,wash produce magic,0.956912916,33258,Vermont Soap                  ,Packaged Grocery              
46095,7.33E+11,spray disinfectant lavander vanilla,dish liquid lemon thyme,0.955946639,47682,BioKleen                      ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,spray disinfectant lavander vanilla,0.994600328,46095,Seventh Generation            ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,wipe disinfecting multi surface,0.984943018,47405,Seventh Generation            ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,cleaner multi-surf disinfect,0.970103118,42364,Seventh Generation            ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,spray disinfectant eucalyptus,0.966002053,46093,Seventh Generation            ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,cleaner spray & wipe,0.959841409,23052,BioKleen                      ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,wash produce magic,0.958770483,33258,Vermont Soap                  ,Packaged Grocery              
46094,7.33E+11,spray disinfectant fresh citrus,floor cleaner citrus,0.958350922,65729,Better Life                   ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,cleaner spray & wipe,0.989954435,23052,BioKleen                      ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,wash produce magic,0.98938808,33258,Vermont Soap                  ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,izaroma alcohol clnr spray,0.987825663,66888,Vermont Soap                  ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,washing soda,0.987784663,44240,Arm & Hammer                  ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,spray teatree odor remover,0.987708005,37146,Kanberra                      ,Packaged Grocery              
46093,7.33E+11,spray disinfectant eucalyptus,magic eraser,0.987524772,44231,Mr  Clean                     ,Mercantile                    
46093,7.33E+11,spray disinfectant eucalyptus,bleach non chlorine,0.987248588,14303,Ecover                        ,Packaged Grocery              
45956,70227600048,matzo whole wheat passover,matzos kosher org flour,0.984069109,32358,Streit's                      ,Packaged Grocery              
45956,70227600048,matzo whole wheat passover,original matzo crackers,0.979649001,134105,Streit's                      ,Packaged Grocery              
